train_loss_step,epoch,step,val_loss,val_acc,train_loss_epoch
1.3795326948165894,0,49,,,
1.0944474935531616,0,99,,,
0.8907975554466248,0,149,,,
,0,174,0.9297570586204529,0.6560258269309998,
,0,174,,,1.3003344535827637
0.8519999980926514,1,199,,,
0.7057018280029297,1,249,,,
0.9064578413963318,1,299,,,
0.7461766600608826,1,349,,,
,1,349,0.7830972671508789,0.7134146094322205,
,1,349,,,0.833696722984314
0.6599646806716919,2,399,,,
0.5399459600448608,2,449,,,
0.7445875406265259,2,499,,,
,2,524,0.6960917115211487,0.7449784874916077,
,2,524,,,0.6776875257492065
0.6215373873710632,3,549,,,
0.5016113519668579,3,599,,,
0.6543693542480469,3,649,,,
0.7306651473045349,3,699,,,
,3,699,0.6464111804962158,0.7708034515380859,
,3,699,,,0.5667079091072083
0.5218155384063721,4,749,,,
0.39104360342025757,4,799,,,
0.5334795117378235,4,849,,,
,4,874,0.590644896030426,0.7883787751197815,
,4,874,,,0.4732409715652466
0.3725872337818146,5,899,,,
0.5249640941619873,5,949,,,
0.3424088954925537,5,999,,,
0.4907994270324707,5,1049,,,
,5,1049,0.5351607799530029,0.8116929531097412,
,5,1049,,,0.3965514898300171
0.35456857085227966,6,1099,,,
0.27386072278022766,6,1149,,,
0.22977182269096375,6,1199,,,
,6,1224,0.5427173376083374,0.8152797818183899,
,6,1224,,,0.3273211419582367
0.3372434377670288,7,1249,,,
0.30429553985595703,7,1299,,,
0.18377520143985748,7,1349,,,
0.15304280817508698,7,1399,,,
,7,1399,0.5102461576461792,0.8235294222831726,
,7,1399,,,0.2775927186012268
0.27756863832473755,8,1449,,,
0.22997921705245972,8,1499,,,
0.22917532920837402,8,1549,,,
,8,1574,0.46327897906303406,0.8439741730690002,
,8,1574,,,0.2269546389579773
0.11095982789993286,9,1599,,,
0.17971275746822357,9,1649,,,
0.17574109137058258,9,1699,,,
0.1366264969110489,9,1749,,,
,9,1749,0.5245699882507324,0.8278335928916931,
,9,1749,,,0.19722747802734375
0.18589985370635986,10,1799,,,
0.1169666051864624,10,1849,,,
0.12150194495916367,10,1899,,,
,10,1924,0.4850498139858246,0.8507890701293945,
,10,1924,,,0.17019490897655487
0.09606075286865234,11,1949,,,
0.06646138429641724,11,1999,,,
0.10387258231639862,11,2049,,,
0.06933055073022842,11,2099,,,
,11,2099,0.5118892192840576,0.8407460451126099,
,11,2099,,,0.1541212946176529
0.1243729367852211,12,2149,,,
0.12054397165775299,12,2199,,,
0.09638512134552002,12,2249,,,
,12,2274,0.5141042470932007,0.8475610017776489,
,12,2274,,,0.12376521527767181
0.04735126346349716,13,2299,,,
0.15695622563362122,13,2349,,,
0.05734076350927353,13,2399,,,
0.0529865138232708,13,2449,,,
,13,2449,0.4751778244972229,0.8676470518112183,
,13,2449,,,0.09681485593318939
0.061052341014146805,14,2499,,,
0.08465217798948288,14,2549,,,
0.04515894874930382,14,2599,,,
,14,2624,0.46566811203956604,0.865494966506958,
,14,2624,,,0.09619814902544022
0.11637917906045914,15,2649,,,
0.029849356040358543,15,2699,,,
0.030354779213666916,15,2749,,,
0.018318254500627518,15,2799,,,
,15,2799,0.4849786162376404,0.8705164790153503,
,15,2799,,,0.0837649405002594
0.09876184165477753,16,2849,,,
0.07685016095638275,16,2899,,,
0.11677397787570953,16,2949,,,
,16,2974,0.4914003610610962,0.8712338805198669,
,16,2974,,,0.06776195764541626
0.026403328403830528,17,2999,,,
0.08735587447881699,17,3049,,,
0.07602043449878693,17,3099,,,
0.08037924021482468,17,3149,,,
,17,3149,0.4707489609718323,0.8697991371154785,
,17,3149,,,0.07262813299894333
0.08352187275886536,18,3199,,,
0.12132769078016281,18,3249,,,
0.05218132212758064,18,3299,,,
,18,3324,0.548665463924408,0.8615494966506958,
,18,3324,,,0.06405089050531387
0.03334737569093704,19,3349,,,
0.0376930832862854,19,3399,,,
0.07004530727863312,19,3449,,,
0.08177950978279114,19,3499,,,
,19,3499,0.5132660865783691,0.8665710091590881,
,19,3499,,,0.05964621901512146
0.03900180384516716,20,3549,,,
0.08246816694736481,20,3599,,,
0.0398438386619091,20,3649,,,
,20,3674,0.5070527195930481,0.8622668385505676,
,20,3674,,,0.05470417067408562
0.057386625558137894,21,3699,,,
0.026654914021492004,21,3749,,,
0.04493953287601471,21,3799,,,
0.023229168727993965,21,3849,,,
,21,3849,0.517671525478363,0.8737446069717407,
,21,3849,,,0.04490450397133827
0.024155424907803535,22,3899,,,
0.012257720343768597,22,3949,,,
0.052228640764951706,22,3999,,,
,22,4024,0.563836395740509,0.8680057525634766,
,22,4024,,,0.04176631569862366
0.11100795120000839,23,4049,,,
0.046601418405771255,23,4099,,,
0.06625021249055862,23,4149,,,
0.008622780442237854,23,4199,,,
,23,4199,0.47933006286621094,0.8870157599449158,
,23,4199,,,0.04679270088672638
0.0357564277946949,24,4249,,,
0.08592164516448975,24,4299,,,
0.06451752781867981,24,4349,,,
,24,4374,0.6409720778465271,0.8572453260421753,
,24,4374,,,0.03806791082024574
0.037605226039886475,25,4399,,,
0.02937180921435356,25,4449,,,
0.045375678688287735,25,4499,,,
0.08149632811546326,25,4549,,,
,25,4549,0.5933262705802917,0.860832154750824,
,25,4549,,,0.03827333077788353
0.04932559281587601,26,4599,,,
0.01689455471932888,26,4649,,,
0.011431735940277576,26,4699,,,
,26,4724,0.5276044607162476,0.8697991371154785,
,26,4724,,,0.03875298798084259
0.022811103612184525,27,4749,,,
0.01343624759465456,27,4799,,,
0.03634684905409813,27,4849,,,
0.01967346854507923,27,4899,,,
,27,4899,0.5198591947555542,0.8798421621322632,
,27,4899,,,0.03317474201321602
0.1415771096944809,28,4949,,,
0.017379963770508766,28,4999,,,
0.03339018672704697,28,5049,,,
,28,5074,0.5123088955879211,0.8823529481887817,
,28,5074,,,0.028927121311426163
0.01919654943048954,29,5099,,,
