val_loss,val_acc,epoch,step,train_loss_epoch,train_loss_step
1.2545042037963867,0.8446999788284302,0,48,,
,,0,48,1.822014570236206,
,,1,49,,1.2508634328842163
0.4202292859554291,0.944599986076355,1,97,,
,,1,97,0.7728415131568909,
,,2,99,,0.42304033041000366
0.17835484445095062,0.9635000228881836,2,146,,
,,2,146,0.25836077332496643,
,,3,149,,0.1703868806362152
0.11890348792076111,0.9699000120162964,3,195,,
,,3,195,0.12368492037057877,
,,4,199,,0.10756368935108185
0.09480493515729904,0.9747999906539917,4,244,,
,,4,244,0.0750049278140068,
,,5,249,,0.058899834752082825
0.08932896703481674,0.9746999740600586,5,293,,
,,5,293,0.04821016266942024,
,,6,299,,0.04759176820516586
0.08211600035429001,0.977400004863739,6,342,,
,,6,342,0.034785203635692596,
,,7,349,,0.02058088406920433
0.08159583806991577,0.9782000184059143,7,391,,
,,7,391,0.025108644738793373,
,,8,399,,0.011951914988458157
0.08310749381780624,0.9776999950408936,8,440,,
,,8,440,0.019082309678196907,
,,9,449,,0.015927154570817947
0.08515780419111252,0.9776999950408936,9,489,,
,,9,489,0.013007232919335365,
,,10,499,,0.029376644641160965
0.08511612564325333,0.9779000282287598,10,538,,
,,10,538,0.010462470352649689,
,,11,549,,0.00877292174845934
0.09166620671749115,0.9776999950408936,11,587,,
,,11,587,0.008377314545214176,
,,12,599,,0.009413089603185654
0.0903664156794548,0.9779999852180481,12,636,,
,,12,636,0.007300963159650564,
,,13,649,,0.00985453650355339
0.0927279070019722,0.9761000275611877,13,685,,
,,13,685,0.005640452262014151,
,,14,699,,0.0032958679366856813
0.09504798799753189,0.9775000214576721,14,734,,
,,14,734,0.004493323620408773,
,,15,749,,0.00547617394477129
0.09592840820550919,0.9768000245094299,15,783,,
,,15,783,0.004008270800113678,
,,16,799,,0.001953740371391177
0.09860815107822418,0.9769999980926514,16,832,,
,,16,832,0.0028826193884015083,
,,17,849,,0.0017654995899647474
0.10276239365339279,0.9768000245094299,17,881,,
,,17,881,0.0018767392029985785,
,,18,899,,0.0014620956499129534
0.10339485108852386,0.9768000245094299,18,930,,
,,18,930,0.0018279084470123053,
,,19,949,,0.0033366926945745945
0.10665491968393326,0.9764999747276306,19,979,,
,,19,979,0.0016022137133404613,
,,20,999,,0.0011761417845264077
0.10694003850221634,0.9761000275611877,20,1028,,
,,20,1028,0.0016683530993759632,
,,21,1049,,0.0010063978843390942
0.10903754830360413,0.9761000275611877,21,1077,,
,,21,1077,0.001268897671252489,
,,22,1099,,0.0008442254038527608
0.10999824106693268,0.9761999845504761,22,1126,,
,,22,1126,0.001223738887347281,
,,23,1149,,0.0008507398306392133
0.11120201647281647,0.9761999845504761,23,1175,,
,,23,1175,0.0009774335194379091,
,,24,1199,,0.0008045727154240012
0.11247744411230087,0.9763000011444092,24,1224,,
,,24,1224,0.0011123426957055926,
,,25,1249,,0.0008818517089821398
0.1144019067287445,0.9761000275611877,25,1273,,
,,25,1273,0.0008865611162036657,
,,26,1299,,0.0006861355504952371
0.1160353496670723,0.9760000109672546,26,1322,,
,,26,1322,0.0007417170563712716,
,,27,1349,,0.0006117435987107456
0.1182478740811348,0.9758999943733215,27,1371,,
,,27,1371,0.0006793758948333561,
,,28,1399,,0.0005468280287459493
0.1187908798456192,0.9758999943733215,28,1420,,
,,28,1420,0.0006960987811908126,
,,29,1449,,0.0005625978228636086
0.12067246437072754,0.975600004196167,29,1469,,
,,29,1469,0.0006674238829873502,
