val_loss,val_acc,epoch,step,train_loss_epoch,train_loss_step
1.1993072032928467,0.878600001335144,0,48,,
,,0,48,1.7726740837097168,
,,1,49,,1.1946145296096802
0.40454378724098206,0.9553999900817871,1,97,,
,,1,97,0.7485321760177612,
,,2,99,,0.3729856014251709
0.1718500703573227,0.9674999713897705,2,146,,
,,2,146,0.25181782245635986,
,,3,149,,0.14500656723976135
0.11196848005056381,0.974399983882904,3,195,,
,,3,195,0.11938052624464035,
,,4,199,,0.08408243954181671
0.0935455709695816,0.9749000072479248,4,244,,
,,4,244,0.07152563333511353,
,,5,249,,0.059988848865032196
0.08243003487586975,0.9775000214576721,5,293,,
,,5,293,0.04926018416881561,
,,6,299,,0.03676941245794296
0.07787991315126419,0.977400004863739,6,342,,
,,6,342,0.03380497917532921,
,,7,349,,0.022533651441335678
0.0783015638589859,0.9776999950408936,7,391,,
,,7,391,0.02272597886621952,
,,8,399,,0.019595593214035034
0.07910013198852539,0.9782000184059143,8,440,,
,,8,440,0.01587977260351181,
,,9,449,,0.00905666220933199
0.08032771944999695,0.9775000214576721,9,489,,
,,9,489,0.013085802085697651,
,,10,499,,0.005829448811709881
0.08211095631122589,0.9779999852180481,10,538,,
,,10,538,0.009526308625936508,
,,11,549,,0.007809506729245186
0.08424120396375656,0.9779999852180481,11,587,,
,,11,587,0.007172998506575823,
,,12,599,,0.0038075107149779797
0.08735205233097076,0.9779999852180481,12,636,,
,,12,636,0.005621315911412239,
,,13,649,,0.0073309969156980515
0.08972474187612534,0.9778000116348267,13,685,,
,,13,685,0.004555960185825825,
,,14,699,,0.005577747710049152
0.08925683051347733,0.9786999821662903,14,734,,
,,14,734,0.004317170009016991,
,,15,749,,0.0022575363982468843
0.09259704500436783,0.9775000214576721,15,783,,
,,15,783,0.002937792567536235,
,,16,799,,0.0016676941886544228
0.09541305154561996,0.9775999784469604,16,832,,
,,16,832,0.0027624431531876326,
,,17,849,,0.0021624702494591475
0.09751567244529724,0.9771000146865845,17,881,,
,,17,881,0.002223475370556116,
,,18,899,,0.0014979824190959334
0.10050477087497711,0.977400004863739,18,930,,
,,18,930,0.0018826989689841866,
,,19,949,,0.0012308870209380984
0.10244113951921463,0.9772999882698059,19,979,,
,,19,979,0.0013163805706426501,
,,20,999,,0.0009794398210942745
0.1052803248167038,0.9768000245094299,20,1028,,
,,20,1028,0.001273392466828227,
,,21,1049,,0.0024129359517246485
0.10717390477657318,0.9763000011444092,21,1077,,
,,21,1077,0.0011013854527845979,
,,22,1099,,0.0009302489925175905
0.10870175808668137,0.9771999716758728,22,1126,,
,,22,1126,0.0010326592018827796,
,,23,1149,,0.0007315068505704403
0.11041752994060516,0.9764999747276306,23,1175,,
,,23,1175,0.0008446343708783388,
,,24,1199,,0.0008769743726588786
0.11165905743837357,0.9765999913215637,24,1224,,
,,24,1224,0.000825819093734026,
,,25,1249,,0.0007252526702359319
0.11324021965265274,0.9764999747276306,25,1273,,
,,25,1273,0.0008246192010119557,
,,26,1299,,0.0006080335006117821
0.11477678269147873,0.9761999845504761,26,1322,,
,,26,1322,0.0006793852080591023,
,,27,1349,,0.000612710602581501
0.11635685712099075,0.9760000109672546,27,1371,,
,,27,1371,0.000621626153588295,
,,28,1399,,0.0005369735881686211
0.11797585338354111,0.9758999943733215,28,1420,,
,,28,1420,0.0005813757888972759,
,,29,1449,,0.0004834887804463506
0.11892793327569962,0.9760000109672546,29,1469,,
,,29,1469,0.0005356837646104395,
