train_loss_step,epoch,step,val_loss,val_acc,train_loss_epoch
0.8989955186843872,0,49,,,
0.10859096050262451,0,99,,,
0.04836690425872803,0,149,,,
0.053809668868780136,0,199,,,
0.16394630074501038,0,249,,,
0.110134057700634,0,299,,,
0.013164499774575233,0,349,,,
0.11228592693805695,0,399,,,
0.07762270420789719,0,449,,,
0.09938665479421616,0,499,,,
0.026144515722990036,0,549,,,
0.08135116845369339,0,599,,,
0.06155283749103546,0,649,,,
0.05626441165804863,0,699,,,
0.013613306917250156,0,749,,,
,0,781,0.050794415175914764,0.9857000112533569,
,0,781,,,0.18950487673282623
0.002667992375791073,1,799,,,
0.0323086753487587,1,849,,,
0.013524912297725677,1,899,,,
0.008125711232423782,1,949,,,
0.031907401978969574,1,999,,,
0.004731328226625919,1,1049,,,
0.07045809924602509,1,1099,,,
0.0018056402914226055,1,1149,,,
0.032892823219299316,1,1199,,,
0.012430833652615547,1,1249,,,
0.0862710028886795,1,1299,,,
0.026904020458459854,1,1349,,,
0.006587854586541653,1,1399,,,
0.04968879744410515,1,1449,,,
0.002084371168166399,1,1499,,,
0.04083460569381714,1,1549,,,
,1,1563,0.055237043648958206,0.9840999841690063,
,1,1563,,,0.028922265395522118
0.05790761113166809,2,1599,,,
0.014419338665902615,2,1649,,,
0.11817191541194916,2,1699,,,
0.08339305222034454,2,1749,,,
0.0031712823547422886,2,1799,,,
0.012029176577925682,2,1849,,,
0.053425393998622894,2,1899,,,
0.0038860037457197905,2,1949,,,
0.0023339255712926388,2,1999,,,
0.00322499917820096,2,2049,,,
0.009814372286200523,2,2099,,,
0.05926521122455597,2,2149,,,
0.001472813542932272,2,2199,,,
0.004388746339827776,2,2249,,,
0.006183140445500612,2,2299,,,
,2,2345,0.04890701547265053,0.9868000149726868,
,2,2345,,,0.01842377334833145
0.0044463626109063625,3,2349,,,
0.007581775542348623,3,2399,,,
0.002640018705278635,3,2449,,,
0.009923737496137619,3,2499,,,
0.0022713514044880867,3,2549,,,
0.013006053864955902,3,2599,,,
0.006515646819025278,3,2649,,,
0.009277542121708393,3,2699,,,
0.03438509628176689,3,2749,,,
0.0027334303595125675,3,2799,,,
0.003503265790641308,3,2849,,,
0.013399841263890266,3,2899,,,
0.020722337067127228,3,2949,,,
0.002373055089265108,3,2999,,,
0.0015393702778965235,3,3049,,,
0.0030353041365742683,3,3099,,,
,3,3127,0.04891696572303772,0.9876000285148621,
,3,3127,,,0.01274035032838583
0.00018882042786572129,4,3149,,,
0.05174775421619415,4,3199,,,
0.0001529391302028671,4,3249,,,
0.0033940633293241262,4,3299,,,
0.0012019252171739936,4,3349,,,
0.06741376221179962,4,3399,,,
0.034394584596157074,4,3449,,,
0.020499570295214653,4,3499,,,
0.01877405308187008,4,3549,,,
0.005339928437024355,4,3599,,,
0.0015953151741996408,4,3649,,,
0.005178539082407951,4,3699,,,
0.0010596185456961393,4,3749,,,
0.0008693767013028264,4,3799,,,
0.00038280768785625696,4,3849,,,
0.000437830516602844,4,3899,,,
,4,3909,0.04648277163505554,0.9879999756813049,
,4,3909,,,0.010278042405843735
0.12469986826181412,5,3949,,,
0.0007877678144723177,5,3999,,,
0.0019293025834485888,5,4049,,,
0.005833545234054327,5,4099,,,
0.00045754772145301104,5,4149,,,
0.006480206269770861,5,4199,,,
0.042505957186222076,5,4249,,,
0.0006248530116863549,5,4299,,,
0.02957129292190075,5,4349,,,
0.0007673271466046572,5,4399,,,
0.007492748089134693,5,4449,,,
0.0013518000487238169,5,4499,,,
0.0025888150557875633,5,4549,,,
0.004272937308996916,5,4599,,,
0.0005331940483301878,5,4649,,,
,5,4691,0.05905773863196373,0.9866999983787537,
,5,4691,,,0.0089379558339715
0.005090093705803156,6,4699,,,
0.0002301753411302343,6,4749,,,
0.0062521276995539665,6,4799,,,
0.01849105954170227,6,4849,,,
0.00031610261066816747,6,4899,,,
0.00690449308604002,6,4949,,,
0.006118475925177336,6,4999,,,
0.055670130997896194,6,5049,,,
0.00014279995230026543,6,5099,,,
0.026646776124835014,6,5149,,,
0.002032834105193615,6,5199,,,
0.0009580375626683235,6,5249,,,
0.008258180692791939,6,5299,,,
0.02746432088315487,6,5349,,,
0.00042822337127290666,6,5399,,,
0.0003250658337492496,6,5449,,,
,6,5473,0.05959086865186691,0.9864000082015991,
,6,5473,,,0.00579009298235178
0.07369257509708405,7,5499,,,
0.0004645114531740546,7,5549,,,
0.0015314723132178187,7,5599,,,
0.0009507754002697766,7,5649,,,
0.004812808241695166,7,5699,,,
0.0005484732100740075,7,5749,,,
0.0001713400852167979,7,5799,,,
7.179637032095343e-05,7,5849,,,
0.0004998164367862046,7,5899,,,
0.00035770185058936477,7,5949,,,
0.0014236669521778822,7,5999,,,
0.00014052202459424734,7,6049,,,
0.0006823119474574924,7,6099,,,
0.0005142604350112379,7,6149,,,
0.00017865371773950756,7,6199,,,
0.04801470786333084,7,6249,,,
