train_loss_step,epoch,step,val_loss,val_acc,train_loss_epoch
1.3464328050613403,0,49,,,
1.1824417114257812,0,99,,,
0.80231773853302,0,149,,,
,0,174,0.9489387273788452,0.6499282717704773,
,0,174,,,1.2819104194641113
1.0619845390319824,1,199,,,
0.7697901725769043,1,249,,,
0.7198070287704468,1,299,,,
0.4114503860473633,1,349,,,
,1,349,0.7548417448997498,0.72453373670578,
,1,349,,,0.8471754193305969
0.772556483745575,2,399,,,
0.6771957278251648,2,449,,,
0.6215619444847107,2,499,,,
,2,524,0.7004605531692505,0.748206615447998,
,2,524,,,0.674413800239563
0.4216362535953522,3,549,,,
0.6395648121833801,3,599,,,
0.5856258869171143,3,649,,,
0.5799844264984131,3,699,,,
,3,699,0.6699680089950562,0.7629125118255615,
,3,699,,,0.5544754862785339
0.5075989365577698,4,749,,,
0.5420681834220886,4,799,,,
0.3279893398284912,4,849,,,
,4,874,0.6575038433074951,0.7783357501029968,
,4,874,,,0.4801924228668213
0.3161400556564331,5,899,,,
0.3789927661418915,5,949,,,
0.4790371358394623,5,999,,,
0.19283801317214966,5,1049,,,
,5,1049,0.652604341506958,0.77546626329422,
,5,1049,,,0.4076330363750458
0.3733479380607605,6,1099,,,
0.34988147020339966,6,1149,,,
0.4481004774570465,6,1199,,,
,6,1224,0.5760393142700195,0.8045193552970886,
,6,1224,,,0.32840195298194885
0.21340961754322052,7,1249,,,
0.282278835773468,7,1299,,,
0.16282451152801514,7,1349,,,
0.19099938869476318,7,1399,,,
,7,1399,0.5459359884262085,0.8260401487350464,
,7,1399,,,0.2716441750526428
0.11318213492631912,8,1449,,,
0.18757566809654236,8,1499,,,
0.21197757124900818,8,1549,,,
,8,1574,0.49961888790130615,0.8446915149688721,
,8,1574,,,0.23434022068977356
0.2486466020345688,9,1599,,,
0.25148966908454895,9,1649,,,
0.19176316261291504,9,1699,,,
0.1979040801525116,9,1749,,,
,9,1749,0.5208374857902527,0.8432568311691284,
,9,1749,,,0.20124973356723785
0.10432517528533936,10,1799,,,
0.18136285245418549,10,1849,,,
0.0941518247127533,10,1899,,,
,10,1924,0.5116364359855652,0.850430428981781,
,10,1924,,,0.16985127329826355
0.0899210125207901,11,1949,,,
0.10109978169202805,11,1999,,,
0.10909704864025116,11,2049,,,
0.9536913633346558,11,2099,,,
,11,2099,0.4782150983810425,0.8579626679420471,
,11,2099,,,0.14264021813869476
0.1365067958831787,12,2149,,,
0.062494225800037384,12,2199,,,
0.16885223984718323,12,2249,,,
,12,2274,0.5544589757919312,0.8475610017776489,
,12,2274,,,0.12154679745435715
0.07929233461618423,13,2299,,,
0.14391639828681946,13,2349,,,
0.10955750942230225,13,2399,,,
0.23130393028259277,13,2449,,,
,13,2449,0.5157185196876526,0.8547345995903015,
,13,2449,,,0.11519565433263779
0.05279167741537094,14,2499,,,
0.06425141543149948,14,2549,,,
0.09431269019842148,14,2599,,,
,14,2624,0.584510862827301,0.8482783436775208,
,14,2624,,,0.10198236256837845
0.0718957707285881,15,2649,,,
0.13458997011184692,15,2699,,,
0.061777304857969284,15,2749,,,
0.03289518132805824,15,2799,,,
,15,2799,0.5317625403404236,0.8590387105941772,
,15,2799,,,0.08822797238826752
0.15060371160507202,16,2849,,,
0.14269675314426422,16,2899,,,
0.11490961164236069,16,2949,,,
,16,2974,0.47850048542022705,0.8708751797676086,
,16,2974,,,0.07562638819217682
0.07374411821365356,17,2999,,,
0.023425230756402016,17,3049,,,
0.12665614485740662,17,3099,,,
0.1775054633617401,17,3149,,,
,17,3149,0.5699409246444702,0.8572453260421753,
,17,3149,,,0.07436902821063995
0.05431968718767166,18,3199,,,
0.04743474721908569,18,3249,,,
0.04917101562023163,18,3299,,,
,18,3324,0.5226044654846191,0.8680057525634766,
,18,3324,,,0.05960213765501976
0.12193712592124939,19,3349,,,
0.08736050128936768,19,3399,,,
0.013316994532942772,19,3449,,,
0.00979346688836813,19,3499,,,
,19,3499,0.5205497741699219,0.8726685643196106,
,19,3499,,,0.060171905905008316
0.0510789230465889,20,3549,,,
0.03905664011836052,20,3599,,,
0.1031547486782074,20,3649,,,
,20,3674,0.5156404376029968,0.8762553930282593,
,20,3674,,,0.052803196012973785
0.0415060818195343,21,3699,,,
0.024299444630742073,21,3749,,,
0.07265821844339371,21,3799,,,
0.08298786729574203,21,3849,,,
,21,3849,0.5305376052856445,0.8712338805198669,
,21,3849,,,0.051008712500333786
0.06002191826701164,22,3899,,,
0.07879416644573212,22,3949,,,
0.025275982916355133,22,3999,,,
,22,4024,0.6101813316345215,0.8640602827072144,
,22,4024,,,0.04867297038435936
0.0219192486256361,23,4049,,,
0.030250029638409615,23,4099,,,
0.026556288823485374,23,4149,,,
0.024932468309998512,23,4199,,,
,23,4199,0.5369445085525513,0.8733859658241272,
,23,4199,,,0.04567424952983856
0.04166768118739128,24,4249,,,
0.008656286634504795,24,4299,,,
0.008085411041975021,24,4349,,,
,24,4374,0.5222919583320618,0.8723099231719971,
,24,4374,,,0.03671800345182419
0.009003523737192154,25,4399,,,
0.011445317417383194,25,4449,,,
0.007797983009368181,25,4499,,,
0.3606109917163849,25,4549,,,
,25,4549,0.6350352168083191,0.863701581954956,
,25,4549,,,0.03392075374722481
0.09238512068986893,26,4599,,,
0.024109480902552605,26,4649,,,
0.023248519748449326,26,4699,,,
,26,4724,0.494518905878067,0.8852223753929138,
,26,4724,,,0.0370667465031147
0.029868831858038902,27,4749,,,
0.0230749249458313,27,4799,,,
0.00804425310343504,27,4849,,,
0.04768091067671776,27,4899,,,
,27,4899,0.5414259433746338,0.8841463327407837,
,27,4899,,,0.03337350860238075
0.014812479726970196,28,4949,,,
0.09617023169994354,28,4999,,,
0.016863485798239708,28,5049,,,
,28,5074,0.6129234433174133,0.8733859658241272,
,28,5074,,,0.03063279576599598
0.034572746604681015,29,5099,,,
0.006781806703656912,29,5149,,,
0.04837590828537941,29,5199,,,
0.01240035891532898,29,5249,,,
,29,5249,0.6701604127883911,0.8712338805198669,
,29,5249,,,0.03212473914027214
