val_loss,val_acc,epoch,step,train_loss_epoch,train_loss_step
1.1758745908737183,0.9007999897003174,0,48,,
,,0,48,1.774746060371399,
,,1,49,,1.157853364944458
0.38865843415260315,0.954200029373169,1,97,,
,,1,97,0.7166666984558105,
,,2,99,,0.3763280212879181
0.17556633055210114,0.968500018119812,2,146,,
,,2,146,0.2463611364364624,
,,3,149,,0.14921456575393677
0.11683955043554306,0.972100019454956,3,195,,
,,3,195,0.11676311492919922,
,,4,199,,0.07455505430698395
0.096221424639225,0.9743000268936157,4,244,,
,,4,244,0.07398809492588043,
,,5,249,,0.06083773449063301
0.08325187116861343,0.9772999882698059,5,293,,
,,5,293,0.049205318093299866,
,,6,299,,0.036912329494953156
0.07952767610549927,0.9772999882698059,6,342,,
,,6,342,0.03421763330698013,
,,7,349,,0.0195261649787426
0.0796729028224945,0.9779000282287598,7,391,,
,,7,391,0.024509381502866745,
,,8,399,,0.015076474286615849
0.08050790429115295,0.9771999716758728,8,440,,
,,8,440,0.017205554991960526,
,,9,449,,0.015261026099324226
0.08176305890083313,0.9776999950408936,9,489,,
,,9,489,0.012600916437804699,
,,10,499,,0.009150584228336811
0.08578336238861084,0.9775000214576721,10,538,,
,,10,538,0.008715861476957798,
,,11,549,,0.005440918263047934
0.08819185942411423,0.977400004863739,11,587,,
,,11,587,0.006262564100325108,
,,12,599,,0.010857987217605114
0.09004000574350357,0.9765999913215637,12,636,,
,,12,636,0.005024878308176994,
,,13,649,,0.0027580922469496727
0.09336268156766891,0.9764999747276306,13,685,,
,,13,685,0.003974342253059149,
,,14,699,,0.002531380858272314
0.09677985310554504,0.9750999808311462,14,734,,
,,14,734,0.004047361668199301,
,,15,749,,0.0021112854592502117
0.09687961637973785,0.9767000079154968,15,783,,
,,15,783,0.0031583139207214117,
,,16,799,,0.0019117138581350446
0.09948453307151794,0.9760000109672546,16,832,,
,,16,832,0.002499478403478861,
,,17,849,,0.0015679890057072043
0.10331609845161438,0.9763000011444092,17,881,,
,,17,881,0.001809201785363257,
,,18,899,,0.0015511877136304975
0.1052732914686203,0.9758999943733215,18,930,,
,,18,930,0.0018757544457912445,
,,19,949,,0.007087068632245064
0.10497188568115234,0.9765999913215637,19,979,,
,,19,979,0.001789045985788107,
,,20,999,,0.0011124509619548917
0.10795122385025024,0.9763000011444092,20,1028,,
,,20,1028,0.001462530461139977,
,,21,1049,,0.0009734010091051459
0.10942098498344421,0.9757999777793884,21,1077,,
,,21,1077,0.0012593622086569667,
,,22,1099,,0.0009284689440391958
0.11177670955657959,0.9757000207901001,22,1126,,
,,22,1126,0.0009657329064793885,
,,23,1149,,0.0008160928264260292
0.11410922557115555,0.9753999710083008,23,1175,,
,,23,1175,0.0012641666689887643,
,,24,1199,,0.0007583341794088483
0.11349267512559891,0.9754999876022339,24,1224,,
,,24,1224,0.0009696257184259593,
,,25,1249,,0.0005949235637672246
0.11498875916004181,0.9751999974250793,25,1273,,
,,25,1273,0.0008884583367034793,
,,26,1299,,0.0005127507029101253
0.11669577658176422,0.9750000238418579,26,1322,,
,,26,1322,0.0009081221069209278,
,,27,1349,,0.0005344886449165642
0.11871735751628876,0.9750999808311462,27,1371,,
,,27,1371,0.000592638913076371,
,,28,1399,,0.007392818108201027
0.1194598600268364,0.974399983882904,28,1420,,
,,28,1420,0.0008793231099843979,
,,29,1449,,0.0005781837389804423
0.121059350669384,0.9743000268936157,29,1469,,
,,29,1469,0.000604184519033879,
