val_loss,val_acc,epoch,step,train_loss_epoch,train_loss_step
1.1673641204833984,0.8798999786376953,0,48,,
,,0,48,1.7455205917358398,
,,1,49,,1.199754238128662
0.3750106394290924,0.9544000029563904,1,97,,
,,1,97,0.7126741409301758,
,,2,99,,0.3686128854751587
0.1652975082397461,0.9678999781608582,2,146,,
,,2,146,0.23368355631828308,
,,3,149,,0.13743510842323303
0.1124924048781395,0.9735999703407288,3,195,,
,,3,195,0.11096397787332535,
,,4,199,,0.07008939981460571
0.0950796827673912,0.9746999740600586,4,244,,
,,4,244,0.06838152557611465,
,,5,249,,0.06018097698688507
0.08706627786159515,0.9761999845504761,5,293,,
,,5,293,0.04505026340484619,
,,6,299,,0.029893681406974792
0.08060527592897415,0.9779000282287598,6,342,,
,,6,342,0.03146173059940338,
,,7,349,,0.024485081434249878
0.08344054222106934,0.9782999753952026,7,391,,
,,7,391,0.02160647138953209,
,,8,399,,0.011143938638269901
0.08502309769392014,0.9765999913215637,8,440,,
,,8,440,0.015229232609272003,
,,9,449,,0.012580041773617268
0.08290709555149078,0.977400004863739,9,489,,
,,9,489,0.012672369368374348,
,,10,499,,0.005749840289354324
0.08768253028392792,0.9769999980926514,10,538,,
,,10,538,0.009031394496560097,
,,11,549,,0.0055916509591042995
0.08882994204759598,0.9772999882698059,11,587,,
,,11,587,0.006325922906398773,
,,12,599,,0.010124752297997475
0.08970720320940018,0.9775000214576721,12,636,,
,,12,636,0.005304919555783272,
,,13,649,,0.0033240169286727905
0.09241047501564026,0.9772999882698059,13,685,,
,,13,685,0.003869797335937619,
,,14,699,,0.00229503121227026
0.095791295170784,0.9761000275611877,14,734,,
,,14,734,0.0036708475090563297,
,,15,749,,0.0019707593601197004
0.09715377539396286,0.9760000109672546,15,783,,
,,15,783,0.0030763631220906973,
,,16,799,,0.006114850286394358
0.09875824302434921,0.9771000146865845,16,832,,
,,16,832,0.0022855035495013,
,,17,849,,0.0015505948103964329
0.10332032293081284,0.9765999913215637,17,881,,
,,17,881,0.0022332784719765186,
,,18,899,,0.0015340258833020926
0.10173241049051285,0.9768000245094299,18,930,,
,,18,930,0.002044355496764183,
,,19,949,,0.0012091269018128514
0.10378726571798325,0.9763000011444092,19,979,,
,,19,979,0.0017165407771244645,
,,20,999,,0.0009986578952521086
0.10668281465768814,0.9767000079154968,20,1028,,
,,20,1028,0.001276062335819006,
,,21,1049,,0.0011087070452049375
0.10771418362855911,0.9764999747276306,21,1077,,
,,21,1077,0.001405696733854711,
,,22,1099,,0.0008671737159602344
0.11023498326539993,0.9758999943733215,22,1126,,
,,22,1126,0.0009523812914267182,
,,23,1149,,0.008581724017858505
0.11179076880216599,0.9758999943733215,23,1175,,
,,23,1175,0.0010506181279197335,
,,24,1199,,0.0007069373386912048
0.11237752437591553,0.9764000177383423,24,1224,,
,,24,1224,0.0011578776175156236,
,,25,1249,,0.000647650973405689
0.11415725201368332,0.9750999808311462,25,1273,,
,,25,1273,0.0009416821412742138,
,,26,1299,,0.004439495969563723
0.11403100937604904,0.9763000011444092,26,1322,,
,,26,1322,0.0008525269222445786,
,,27,1349,,0.0005559009732678533
0.11611844599246979,0.9760000109672546,27,1371,,
,,27,1371,0.0007203469867818058,
,,28,1399,,0.0005289686960168183
0.11828774213790894,0.9757999777793884,28,1420,,
,,28,1420,0.0005681702168658376,
,,29,1449,,0.0004733045934699476
0.1195496916770935,0.9758999943733215,29,1469,,
,,29,1469,0.0006569708930328488,
