val_loss,val_acc,epoch,step,train_loss_epoch,train_loss_step
1.167264699935913,0.8651999831199646,0,48,,
,,0,48,1.7101706266403198,
,,1,49,,1.132535696029663
0.4359690546989441,0.9423999786376953,1,97,,
,,1,97,0.7503904700279236,
,,2,99,,0.42800959944725037
0.1950082629919052,0.9623000025749207,2,146,,
,,2,146,0.2780478596687317,
,,3,149,,0.17778101563453674
0.12581434845924377,0.970300018787384,3,195,,
,,3,195,0.1335144340991974,
,,4,199,,0.09183532744646072
0.10027655959129333,0.9745000004768372,4,244,,
,,4,244,0.07822191715240479,
,,5,249,,0.05706460028886795
0.08929532021284103,0.9757999777793884,5,293,,
,,5,293,0.05255301669239998,
,,6,299,,0.04120132327079773
0.08384677767753601,0.9765999913215637,6,342,,
,,6,342,0.03470859304070473,
,,7,349,,0.03882937133312225
0.08391894400119781,0.9764000177383423,7,391,,
,,7,391,0.025370759889483452,
,,8,399,,0.020278748124837875
0.08621179312467575,0.9760000109672546,8,440,,
,,8,440,0.01686176098883152,
,,9,449,,0.009931804612278938
0.08938398212194443,0.9768999814987183,9,489,,
,,9,489,0.011447776108980179,
,,10,499,,0.007578804157674313
0.09244281053543091,0.9768999814987183,10,538,,
,,10,538,0.009187581017613411,
,,11,549,,0.005355378147214651
0.09463150054216385,0.9763000011444092,11,587,,
,,11,587,0.006224574986845255,
,,12,599,,0.014064256101846695
0.09752111881971359,0.9767000079154968,12,636,,
,,12,636,0.006126912776380777,
,,13,649,,0.003194639924913645
0.0997559055685997,0.9764999747276306,13,685,,
,,13,685,0.004559561610221863,
,,14,699,,0.002535687293857336
0.10240083187818527,0.9757999777793884,14,734,,
,,14,734,0.003710635472089052,
,,15,749,,0.0024948264472186565
0.10449713468551636,0.9765999913215637,15,783,,
,,15,783,0.003079777816310525,
,,16,799,,0.0018412683857604861
0.10999409109354019,0.9758999943733215,16,832,,
,,16,832,0.0021743627730757,
,,17,849,,0.002757974900305271
0.11133883148431778,0.975600004196167,17,881,,
,,17,881,0.0017027804860845208,
,,18,899,,0.0015458713751286268
0.1129126325249672,0.9761000275611877,18,930,,
,,18,930,0.001520660356618464,
,,19,949,,0.00106932339258492
0.11566315591335297,0.9761999845504761,19,979,,
,,19,979,0.0012877349508926272,
,,20,999,,0.001018483773805201
0.11745136976242065,0.9760000109672546,20,1028,,
,,20,1028,0.0011960631236433983,
,,21,1049,,0.0010241154814139009
0.12007007002830505,0.9761999845504761,21,1077,,
,,21,1077,0.0010373730910941958,
,,22,1099,,0.0008362188236787915
0.12161706387996674,0.975600004196167,22,1126,,
,,22,1126,0.0010104430839419365,
,,23,1149,,0.000751923827920109
0.12261369824409485,0.9760000109672546,23,1175,,
,,23,1175,0.0009053711546584964,
,,24,1199,,0.0006991507252678275
0.12500141561031342,0.9761000275611877,24,1224,,
,,24,1224,0.0007649738108739257,
,,25,1249,,0.0010086940601468086
0.12645265460014343,0.9758999943733215,25,1273,,
,,25,1273,0.0006998451426625252,
,,26,1299,,0.0006167305400595069
0.12862278521060944,0.9758999943733215,26,1322,,
,,26,1322,0.000712042092345655,
,,27,1349,,0.0005757832550443709
0.1299075484275818,0.9757999777793884,27,1371,,
,,27,1371,0.0006348955794237554,
,,28,1399,,0.0006652565207332373
0.1312980204820633,0.9757000207901001,28,1420,,
,,28,1420,0.0005733876605518162,
,,29,1449,,0.00047600592370145023
0.13231366872787476,0.9757999777793884,29,1469,,
,,29,1469,0.0005454897764138877,
