val_loss,val_acc,epoch,step,train_loss_epoch,train_loss_step
1.2008588314056396,0.8607000112533569,0,48,,
,,0,48,1.7823119163513184,
,,1,49,,1.1775543689727783
0.4055502414703369,0.9415000081062317,1,97,,
,,1,97,0.735161542892456,
,,2,99,,0.3775055408477783
0.1841675490140915,0.9611999988555908,2,146,,
,,2,146,0.2561796307563782,
,,3,149,,0.153159961104393
0.12231286615133286,0.9692000150680542,3,195,,
,,3,195,0.12105540186166763,
,,4,199,,0.08298817276954651
0.09982065111398697,0.972599983215332,4,244,,
,,4,244,0.07314537465572357,
,,5,249,,0.0795765370130539
0.0901811271905899,0.9739999771118164,5,293,,
,,5,293,0.04823484271764755,
,,6,299,,0.05608808249235153
0.08373250812292099,0.9758999943733215,6,342,,
,,6,342,0.034882813692092896,
,,7,349,,0.033205416053533554
0.08203832805156708,0.9760000109672546,7,391,,
,,7,391,0.025195641443133354,
,,8,399,,0.03027266263961792
0.08453571796417236,0.9769999980926514,8,440,,
,,8,440,0.017875324934720993,
,,9,449,,0.01577637530863285
0.08638138324022293,0.9761000275611877,9,489,,
,,9,489,0.012499082833528519,
,,10,499,,0.012732243165373802
0.0903802290558815,0.9765999913215637,10,538,,
,,10,538,0.00960217323154211,
,,11,549,,0.004446723032742739
0.09293533861637115,0.9753000140190125,11,587,,
,,11,587,0.007233043666929007,
,,12,599,,0.008070611394941807
0.09381270408630371,0.9765999913215637,12,636,,
,,12,636,0.005298575386404991,
,,13,649,,0.0025218543596565723
0.09685627371072769,0.9753000140190125,13,685,,
,,13,685,0.004333131015300751,
,,14,699,,0.0021000485867261887
0.101505808532238,0.9754999876022339,14,734,,
,,14,734,0.003141988767310977,
,,15,749,,0.002043437212705612
0.10179842263460159,0.9761000275611877,15,783,,
,,15,783,0.002801945898681879,
,,16,799,,0.00730130122974515
0.10280999541282654,0.9753999710083008,16,832,,
,,16,832,0.002541840774938464,
,,17,849,,0.004724676720798016
0.10495647042989731,0.9751999974250793,17,881,,
,,17,881,0.0020739089231938124,
,,18,899,,0.001570843392983079
0.10751840472221375,0.975600004196167,18,930,,
,,18,930,0.0014683015178889036,
,,19,949,,0.0010475270682945848
0.10915499180555344,0.9760000109672546,19,979,,
,,19,979,0.0013289217604324222,
,,20,999,,0.0011030067689716816
0.11134389787912369,0.9757999777793884,20,1028,,
,,20,1028,0.0011646380880847573,
,,21,1049,,0.0008472787449136376
0.11280373483896255,0.9753000140190125,21,1077,,
,,21,1077,0.001014626701362431,
,,22,1099,,0.0007846526568755507
0.1145724505186081,0.9753999710083008,22,1126,,
,,22,1126,0.0008742364007048309,
,,23,1149,,0.0007431654958054423
0.11633262038230896,0.9753999710083008,23,1175,,
,,23,1175,0.0009979717433452606,
,,24,1199,,0.0006466021877713501
0.11812829226255417,0.9750999808311462,24,1224,,
,,24,1224,0.0007957568159326911,
,,25,1249,,0.0005928621394559741
0.1190289556980133,0.9751999974250793,25,1273,,
,,25,1273,0.0006555337458848953,
,,26,1299,,0.0005533369840122759
0.1199505403637886,0.9749000072479248,26,1322,,
,,26,1322,0.0006461823941208422,
,,27,1349,,0.0005206406931392848
0.12148220092058182,0.9749000072479248,27,1371,,
,,27,1371,0.000560009095352143,
,,28,1399,,0.0005017800140194595
0.12282871454954147,0.9746999740600586,28,1420,,
,,28,1420,0.0005777004407718778,
,,29,1449,,0.0004590810276567936
0.12387913465499878,0.9746000170707703,29,1469,,
,,29,1469,0.0005656988359987736,
