val_loss,val_acc,epoch,step,train_loss_epoch,train_loss_step
1.331356406211853,0.7925999760627747,0,48,,
,,0,48,1.9017504453659058,
,,1,49,,1.323907732963562
0.4841480553150177,0.9308000206947327,1,97,,
,,1,97,0.8540589809417725,
,,2,99,,0.4669725298881531
0.20118002593517303,0.9591000080108643,2,146,,
,,2,146,0.3008217513561249,
,,3,149,,0.17403215169906616
0.12983322143554688,0.9685999751091003,3,195,,
,,3,195,0.13732744753360748,
,,4,199,,0.08773046731948853
0.10345149785280228,0.9731000065803528,4,244,,
,,4,244,0.08019745349884033,
,,5,249,,0.045826464891433716
0.09350140392780304,0.974399983882904,5,293,,
,,5,293,0.05660270154476166,
,,6,299,,0.03984038904309273
0.09010477364063263,0.974399983882904,6,342,,
,,6,342,0.037372659891843796,
,,7,349,,0.02018813043832779
0.08638301491737366,0.9757999777793884,7,391,,
,,7,391,0.02801385335624218,
,,8,399,,0.027553897351026535
0.08685247600078583,0.975600004196167,8,440,,
,,8,440,0.01941385306417942,
,,9,449,,0.015452584251761436
0.09047605097293854,0.9757000207901001,9,489,,
,,9,489,0.014630737714469433,
,,10,499,,0.015629993751645088
0.09309204667806625,0.9757000207901001,10,538,,
,,10,538,0.010363738983869553,
,,11,549,,0.004387070890516043
0.09577922523021698,0.9754999876022339,11,587,,
,,11,587,0.00825408473610878,
,,12,599,,0.004600272048264742
0.09704644978046417,0.9760000109672546,12,636,,
,,12,636,0.006334149744361639,
,,13,649,,0.01144238468259573
0.09830476343631744,0.9757000207901001,13,685,,
,,13,685,0.006069254595786333,
,,14,699,,0.002752608386799693
0.10178789496421814,0.9754999876022339,14,734,,
,,14,734,0.004893680568784475,
,,15,749,,0.005323461256921291
0.10517822206020355,0.9754999876022339,15,783,,
,,15,783,0.0034574605524539948,
,,16,799,,0.001972863217815757
0.10777430236339569,0.9746999740600586,16,832,,
,,16,832,0.002527513774111867,
,,17,849,,0.0015679540811106563
0.10972434282302856,0.9753000140190125,17,881,,
,,17,881,0.0025866602081805468,
,,18,899,,0.0016788868233561516
0.11304756999015808,0.9745000004768372,18,930,,
,,18,930,0.002005007117986679,
,,19,949,,0.003821604885160923
0.11354745924472809,0.9749000072479248,19,979,,
,,19,979,0.001598005066625774,
,,20,999,,0.0014047706499695778
0.11643844842910767,0.9745000004768372,20,1028,,
,,20,1028,0.0017457189969718456,
,,21,1049,,0.0010164856212213635
0.11508327722549438,0.9747999906539917,21,1077,,
,,21,1077,0.0015074554830789566,
,,22,1099,,0.0009782824199646711
0.11754202842712402,0.9750999808311462,22,1126,,
,,22,1126,0.0015510334633290768,
,,23,1149,,0.0008487275335937738
0.12107487767934799,0.9747999906539917,23,1175,,
,,23,1175,0.0012772551272064447,
,,24,1199,,0.002920164493843913
0.12161874026060104,0.9753000140190125,24,1224,,
,,24,1224,0.0010264454176649451,
,,25,1249,,0.0009905389742925763
0.12331531941890717,0.9751999974250793,25,1273,,
,,25,1273,0.0009714302141219378,
,,26,1299,,0.0006465676124207675
0.12463097274303436,0.9753000140190125,26,1322,,
,,26,1322,0.0008728337124921381,
,,27,1349,,0.0006031548837199807
0.12666121125221252,0.9750000238418579,27,1371,,
,,27,1371,0.0009749919408932328,
,,28,1399,,0.000640972750261426
0.12775810062885284,0.9751999974250793,28,1420,,
,,28,1420,0.0007053354638628662,
,,29,1449,,0.0022412186954170465
0.1288774460554123,0.9746999740600586,29,1469,,
,,29,1469,0.000599434191826731,
