train_loss_step,epoch,step,val_loss,val_acc,train_loss_epoch
0.8366175293922424,0,49,,,
0.146962970495224,0,99,,,
0.05162215977907181,0,149,,,
0.04876459762454033,0,199,,,
0.04396923631429672,0,249,,,
0.09625430405139923,0,299,,,
0.03127799183130264,0,349,,,
0.0433918833732605,0,399,,,
0.09385561943054199,0,449,,,
0.05425729975104332,0,499,,,
0.06733396649360657,0,549,,,
0.1655624508857727,0,599,,,
0.05628885701298714,0,649,,,
0.10996506363153458,0,699,,,
0.013208657503128052,0,749,,,
,0,781,0.055635277181863785,0.9836999773979187,
,0,781,,,0.18361958861351013
0.02862207405269146,1,799,,,
0.022749904543161392,1,849,,,
0.009612224996089935,1,899,,,
0.06210637465119362,1,949,,,
0.11440207064151764,1,999,,,
0.007886670529842377,1,1049,,,
0.014415038749575615,1,1099,,,
0.04363712668418884,1,1149,,,
0.02792534977197647,1,1199,,,
0.022017396986484528,1,1249,,,
0.006020909640938044,1,1299,,,
0.008040275424718857,1,1349,,,
0.11507569253444672,1,1399,,,
0.005501539446413517,1,1449,,,
0.01652534306049347,1,1499,,,
0.004098977893590927,1,1549,,,
,1,1563,0.05779805779457092,0.9830999970436096,
,1,1563,,,0.029279198497533798
0.016540290787816048,2,1599,,,
0.021666357293725014,2,1649,,,
0.0019889387767761946,2,1699,,,
0.0008042777189984918,2,1749,,,
0.006148671731352806,2,1799,,,
0.006787089165300131,2,1849,,,
0.04176511988043785,2,1899,,,
0.0034569022245705128,2,1949,,,
0.06026695668697357,2,1999,,,
0.0007665414013899863,2,2049,,,
0.0038974201306700706,2,2099,,,
0.012245343998074532,2,2149,,,
0.07058048248291016,2,2199,,,
0.0015252791345119476,2,2249,,,
0.002901554573327303,2,2299,,,
,2,2345,0.04881682246923447,0.9854000210762024,
,2,2345,,,0.017955008894205093
0.0023025230038911104,3,2349,,,
0.0030838744714856148,3,2399,,,
0.017764698714017868,3,2449,,,
0.00020019683870486915,3,2499,,,
0.008936015889048576,3,2549,,,
0.003937854431569576,3,2599,,,
0.001818531658500433,3,2649,,,
0.0003476979327388108,3,2699,,,
0.032241761684417725,3,2749,,,
0.0014423816464841366,3,2799,,,
0.0018916737753897905,3,2849,,,
0.00011599710705922917,3,2899,,,
0.027171647176146507,3,2949,,,
0.005273426417261362,3,2999,,,
0.0005293675349093974,3,3049,,,
0.0007962046656757593,3,3099,,,
,3,3127,0.053512465208768845,0.9868999719619751,
,3,3127,,,0.012236732989549637
0.0034027653746306896,4,3149,,,
0.020692691206932068,4,3199,,,
0.002525446005165577,4,3249,,,
0.004106428474187851,4,3299,,,
0.00019294074445497245,4,3349,,,
0.000755450630094856,4,3399,,,
0.0007719160057604313,4,3449,,,
0.007715736515820026,4,3499,,,
0.00809949729591608,4,3549,,,
0.0030433712527155876,4,3599,,,
0.01412884145975113,4,3649,,,
0.0010619699023663998,4,3699,,,
0.0017153482185676694,4,3749,,,
0.011065172031521797,4,3799,,,
0.0006528315716423094,4,3849,,,
0.006000450812280178,4,3899,,,
,4,3909,0.0655079260468483,0.9840999841690063,
,4,3909,,,0.009654151275753975
0.0004491359577514231,5,3949,,,
0.0026186727918684483,5,3999,,,
0.00033967645140364766,5,4049,,,
0.0012463483726605773,5,4099,,,
0.0003414394741412252,5,4149,,,
0.0006489012739621103,5,4199,,,
